Processo,Numero AI,SGUF,Razao Social,CNPJ/CPF,Data autuação,vlmulta,Ultima Movimentacao,Data e Valor Pago,Situacao Atual,dt decisao 1a,decisao 1a,dt recurso,dt decisao 2a,Decisao 2a,Decisao Definitiva,Processo Encerrado,Decisao de Procedência,Dívida Ativa
47105000104201928,217491499,SP,C.AZARIAS MONITORAMENTO,10909131000140,28/5/2019," R$  8.719,32 ",8/14/2019,11/07/2019 - R$4359.66,Arquivado,21/6/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152130224202159,221600540,RJ,MEGA RIO - LOGISTICA E DISTRIBUICAO DE ALIMENTOS LTDA,10905655000162,06/08/2021 00:00:00," R$  2.784,13 ",12/5/2022,05-12-2022 - R$1392.06,Arquivado - pago administrativamente,11/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46281001321201931,218191685,BA,TERRA DO SOL AGRICOLA LTDA,10895511000172,26/8/2019," R$  7.552,13 ",5/30/2023,,Enviado p/ PFN,11/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
47427000773201967,218260806,RJ,MAYARA COMERCIO DE GENEROS ALIMENTICIOS EIRELI,10887961000113,1/9/2019," R$  26.666,01 ",12/24/2022,30/09/2022 - R$13333.01,Arquivado,15/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152093921202201,223489786,ES,WEG LINHARES EQUIPAMENTOS ELETRICOS S/A,10885321000174,22/06/2022 00:00:00," R$  145.401,80 ",8/3/2023,03-08-2023 - R$72700.90,Arquivado - pago administrativamente,19/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152025075202026,219279896,RN,FRIOSERVICE TRANSPORTES LTDA.,10879456000127,28/2/2020," R$  18.179,48 ",1/11/2022,22/12/2021 - R$9089.74,Arquivado,7/12/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152173920202150,222032634,RN,FRIOSERVICE TRANSPORTES LTDA.,10879456000127,08/10/2021 00:00:00," R$  5.695,77 ",9/30/2022,30-09-2022 - R$2847.88,Arquivado - pago administrativamente,08/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46261001881201924,217230792,SP,"ALFA ENGENHARIA, SERVICOS E LOCACOES LTDA",10875283000179,24/4/2019," R$  17.854,76 ",12/12/2019,01/11/2019 - R$8927.38,Arquivado,16/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152039672202119,220714185,RR,UNIAO COMERCIO E SERVICOS LTDA,10872796000126,25/3/2021," R$  6.462,94 ",5/18/2022,,Enviado p/ PFN,16/3/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46267001191201915,217838294,SP,R.V. COMERCIO DE PRODUTOS DE LIMPEZA LTDA,10872057000134,7/7/2019," R$  20.373,30 ",2/13/2020,,Enviado p/ PFN,18/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152122195202151,221520295,RN,CLINICA ORTOPEDICA E TRAUMATOLOGICA DE NATAL LTDA,10867687000110,27/07/2021 00:00:00," R$  20.407,03 ",9/20/2022,20-09-2022 - R$10203.52,Arquivado - pago administrativamente,02/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46222005182201910,217702465,PA,UNIAO GOOD PAX SERVICOS POSTUMOS LTDA,10864660000174,7/8/2019," R$  5.121,56 ",1/20/2020,30/10/2019 - R$2560.78,Arquivado,17/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46260002903201983,217632963,SP,ASSOCIACAO BRASILEIRA DE EDUCACAO E SAUDE - ABRADES,10857726000107,10/6/2019," R$  7.899,35 ",10/20/2021,19/03/2020 - R$3949.68,Arquivado,6/12/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
47747007541201917,218954425,MG,PROVER SOLUCOES EM SERVICOS LTDA,10848437000133,16/12/2019," R$  20.339,43 ",1/5/2022,,Enviado p/ PFN,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152012195202225,222672536,PR,"COPINI COMERCIO, IMPORTACAO E EXPORTACAO LTDA",10842044000112,31/01/2022 00:00:00," R$  3.107,96 ",8/12/2022,02-08-2022 - R$1553.98,Arquivado - pago administrativamente,21/07/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152012246202308,224788612,PR,"COPINI COMERCIO, IMPORTACAO E EXPORTACAO LTDA",10842044000112,01/02/2023 00:00:00," R$  14.235,48 ",6/21/2023,21-06-2023 - R$7117.74,Arquivado - pago administrativamente,25/05/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46213013558201979,217975097,PE,HOSPITAIS ASSOCIADOS DE PERNAMBUCO LTDA,10839561000132,26/7/2019," R$  142.241,04 ",3/6/2020,09/12/2019 - R$71120.52,Arquivado,24/9/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152123712202291,223787698,PA,VIANA & PINHO S/S LTDA,10833802000136,08/08/2022 00:00:00," R$  9.165,86 ",6/16/2023,,Enviado inscrição DAU (PGFN),15/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46255002601201984,218531044,SP,ROGE INTERG COMERCIO E DISTRIBUIDORA DE ALIMENTOS LTDA,10829506000161,9/10/2019," R$  17.787,02 ",7/20/2023,19/05/2023 - R$8893.51,Arquivado,30/11/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46255000991201958,217244653,SP,ROGE INTERG COMERCIO E DISTRIBUIDORA DE ALIMENTOS LTDA,10829506000161,22/4/2019," R$  20.954,75 ",4/18/2023,27/03/2023 - R$10477.38,Arquivado,30/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46201001676201973,217375791,AL,ENENGI - EMPRESA NACIONAL DE ENGENHARIA E CONSTRUCOES -,10823219000144,7/5/2019," R$  5.131,20 ",9/10/2021,09/02/2020 - R$2565.60,Arquivado,21/1/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46261001386201915,217048196,SP,NN - RECUPERACAO DE CREDITOS LTDA,10809041000187,29/3/2019," R$  11.516,27 ",11/25/2019,31/10/2019 - R$5758.14,Arquivado,16/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152222877202163,222521830,SP,NN - RECUPERACAO DE CREDITOS LTDA,10809041000187,28/12/2021 00:00:00," R$  2.863,83 ",8/8/2023,08-08-2023 - R$1431.92,Arquivado - pago administrativamente,06/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152121017202294,223760749,PI,GCS AGROPECUARIA S/A,10804964000146,03/08/2022 00:00:00," R$  28.728,83 ",4/28/2023,,Enviado inscrição DAU (PGFN),17/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46215016837201974,218409362,RJ,EBIX CONSULTING S.A,10803122000170,24/9/2019," R$  27.021,66 ",7/13/2023,25/11/2022 - R$13510.83,Arquivado,8/11/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152021313202113,220530599,PR,ATIVA SERVICOS LTDA,10800135000195,23/02/2021 00:00:00," R$  8.495,84 ",3/23/2022,21-03-2022 - R$4247.92,Arquivado - pago administrativamente,07/03/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152224684202147,222539909,AC,INSTITUTO DE GESTAO DE SAUDE DO ACRE - IGESAC,10798118000160,30/12/2021 00:00:00," R$  65.892,45 ",1/12/2023,,Enviado inscrição DAU (PGFN),15/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
47747003650201965,217714897,MG,KAENG CONSTRUCAO LTDA,10797136000128,21/6/2019," R$  17.501,54 ",10/16/2019,04/10/2019 - R$8750.77,Arquivado,20/9/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152078640202058,219012385,MG,MIRAI AGRONEGOCIOS LTDA,10781699000128,27/12/2019," R$  20.604,75 ",1/13/2022,28/10/2021 - R$10302.38,Arquivado,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46201004437201975,218948123,AL,"FERREIRA E SILVA SEGURANCA, COMERCIO E SERVICOS LTDA",10781670000146,15/12/2019," R$  5.729,20 ",2/27/2023,,Enviado p/ PFN,3/1/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46213020407201977,218867964,PE,CATAO CONFECCOES LTDA EM RECUPERACAO JUDICIAL,10775286000807,29/11/2019," R$  50.688,10 ",3/17/2023,,Enviado p/ PFN,28/7/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152088039202235,223430960,GO,MAXIMA SISTEMAS DE INFORMATICA S.A.,10766206000180,09/06/2022 00:00:00," R$  3.400,62 ",7/6/2023,,Enviado inscrição DAU (PGFN),31/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152006453202072,219094535,MG,WABTEC BRASIL FABRICACAO E MANUTENCAO DE EQUIPAMENTOS L,10763773000183,24/1/2020," R$  26.293,72 ",2/15/2022,06/01/2022 - R$31815.40,Arquivado,4/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152207776202162,222370823,PR,"MINUTA COMUNICACAO, CULTURA E DESENVOLVIMENTO SOCIAL LT",10762976000155,01/12/2021 00:00:00," R$  5.844,54 ",7/13/2022,13-07-2022 - R$2922.27,Arquivado - pago administrativamente,27/06/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152131491202224,223865486,PE,NOVO NORDESTE COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,10758937000184,22/08/2022 00:00:00," R$  24.637,58 ",12/20/2022,20-12-2022 - R$12318.79,Arquivado - pago administrativamente,29/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152106669202207,223617261,GO,MERCOSUL ESPUMAS INDUSTRIAIS LTDA,10755005000188,11/07/2022 00:00:00," R$  14.125,60 ",5/8/2023,08-05-2023 - R$7062.80,Arquivado - pago administrativamente,19/04/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212005975201958,217323766,PR,CAROL INDUSTRIA E COMERCIO DE SORVETES LTDA,10751284000101,30/4/2019," R$  7.421,92 ",12/17/2019,06/11/2019 - R$3710.96,Arquivado,9/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152041117202238,222961741,PA,FRIGORIFICO FORTEFRIGO LTDA,10748137000182,23/03/2022 00:00:00," R$  29.825,06 ",6/27/2023,13-02-2023 - R$14912.53,Arquivado - PGFN pago,03/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152034812202162,220665583,PR,FLEX MANUTENCAO INDUSTRIAL EIRELI,10743990000101,17/03/2021 00:00:00," R$  22.533,21 ",10/14/2022,,Enviado inscrição DAU (PGFN),07/03/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46653003865201962,217729371,MT,VIEIRA & PIZZOLI VIEIRA LTDA,10737595000116,25/6/2019," R$  17.845,08 ",10/25/2021,17/12/2020 - R$8922.54,Arquivado,1/9/2020,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152219254202111,222485604,MT,VIEIRA & PIZZOLI VIEIRA LTDA,10737595000116,21/12/2021 00:00:00," R$  15.970,76 ",6/20/2023,20-06-2023 - R$7985.38,Arquivado - pago administrativamente,31/05/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46236001611201921,218954298,MG,ALFA ENGENHARIA E MONTAGENS INDUSTRIAIS LTDA,10736565000195,16/12/2019," R$  98.809,33 ",8/24/2022,13/04/2022 - R$49404.67,Arquivado,30/3/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46206007387201938,218365608,DF,"COOPERATIVA DE CREDITO, POUPANCA E INVESTIMENTO DO PLANALTO CENTRAL - SICREDI PL",10736214000184,17/9/2019," R$  5.825,78 ",7/27/2022,08/06/2022 - R$2912.89,Arquivado,19/7/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152058907202171,220895414,PR,R.S HONORIO ASSESSORIA E SERVICOS EIRELI,10730431000167,26/04/2021 00:00:00," R$  33.105,45 ",2/27/2023,,Enviado inscrição DAU (PGFN),27/10/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46206002956201959,217153135,DF,RED COMERCIAL DE CALCADOS LTDA,10722889000174,8/4/2019," R$  6.075,78 ",10/24/2019,23/09/2019 - R$3037.89,Arquivado,27/8/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46204002679201902,216957478,BA,TOPSEG SEGURANCA PATRIMONIAL LTDA,10702684000127,14/3/2019," R$  11.034,02 ",7/5/2022,22/03/2022 - R$5517.01,Arquivado,11/2/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152075272202258,223303291,SC,CARTONDRUCK GRAFICA LTDA,10693693000107,19/05/2022 00:00:00," R$  21.188,40 ",12/9/2022,09-12-2022 - R$10594.20,Arquivado - pago administrativamente,22/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152032182202019,219350183,MS,MARCOS ANTONIO MARINI,10692767000182,13/3/2020," R$  31.259,67 ",1/18/2022,,Enviado p/ PFN,17/11/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46206004284201916,217394345,DF,INTELIT PROCESSOS INTELIGENTES LTDA,10682187000104,9/5/2019," R$  7.957,22 ",3/6/2020,22/11/2019 - R$3978.61,Arquivado,31/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152181425202203,224364677,GO,HABLE ASSESSORIA EM TELECOMUNICACOES LTDA,10679648000190,07/11/2022 00:00:00," R$  28.681,85 ",7/21/2023,,Enviado inscrição DAU (PGFN),20/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46259003291201985,218060653,SP,TRANSTODOGAZ - LOCACAO E TRANSPORTE RODOVIARIO DE CARGA,10667654000127,14/8/2019," R$  5.063,69 ",3/15/2023,19/09/2022 - R$2531.85,Arquivado,19/8/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152149877202110,221794697,SP,TRANSTODOGAZ - LOCACAO E TRANSPORTE RODOVIARIO DE CARGA,10667654000127,02/09/2021 00:00:00," R$  6.670,85 ",7/24/2023,24-07-2023 - R$3335.42,Arquivado - pago administrativamente,31/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46212004319201938,217084818,PR,VESTE LEVE MODA LTDA,10667371000185,29/3/2019," R$  7.769,14 ",5/19/2022,,Arquivado,9/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152220063202194,222493691,SP,GBM LOGISTICA SUDESTE LTDA,10663651000115,22/12/2021 00:00:00," R$  5.376,98 ",8/4/2023,04-08-2023 - R$2688.49,Arquivado - pago administrativamente,06/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152066491202084,219681571,RJ,COMPANHIA DOREL BRASIL PRODUTOS INFANTIS,10659948000107,12/8/2020," R$  12.136,50 ",6/22/2023,18/11/2022 - R$6068.25,Arquivado,31/10/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46204006272201946,217755372,BA,GESTALT VIGILANCIA PATRIMONIAL LTDA,10634013000176,27/6/2019," R$  10.860,41 ",7/6/2022,26/11/2021 - R$5430.21,Arquivado,26/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46220004054201979,217375111,SC,GRUPO TOTAL BRASIL INDUSTRIA DE DESCARTAVEIS LTDA,10633811000183,7/5/2019," R$  69.313,43 ",12/30/2019,29/11/2019 - R$34656.72,Arquivado,11/11/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152153181202180,221827731,MG,ATIVAS DATA CENTER S.A.,10587932000136,09/09/2021 00:00:00," R$  16.184,00 ",12/26/2022,26-12-2022 - R$8092.00,Arquivado - pago administrativamente,12/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152047777202141,220795231,SP,MERCADOPAGO.COM REPRESENTACOES LTDA.,10573521000191,07/04/2021 00:00:00," R$  66.073,46 ",5/18/2022,16-05-2022 - R$33036.73,Arquivado - pago administrativamente,03/05/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152110160202170,221400851,RJ,TO BRASIL CONSULTORIA EM TECNOLOGIA DA INFORMACAO LTDA.,10573068000113,07/07/2021 00:00:00," R$  6.537,57 ",11/23/2022,23-11-2022 - R$3268.78,Arquivado - pago administrativamente,11/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46215004358201913,216947618,RJ,SUNPLUS SISTEMAS DE SERVICOS LTDA,10568987000107,13/3/2019," R$  79.598,82 ",7/12/2023,28/10/2022 - R$39799.41,Arquivado,11/10/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152025944202012,219288577,DF,VISAN SERVICOS TECNICOS EIRELI,10563037000181,29/2/2020," R$  35.303,20 ",6/2/2023,,Enviado p/ PFN,18/8/2022,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46293004625201911,218941862,PR,THAURUS SERVICOS TERCEIRIZADOS EIRELI,10551135000107,12/12/2019," R$  14.624,94 ",3/15/2022,,Enviado p/ PFN,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152159765202240,224148079,PR,ORO AGRI BRASIL PRODUTOS PARA AGRICULTURA LTDA.,10549479000173,03/10/2022 00:00:00," R$  3.055,29 ",4/17/2023,17-04-2023 - R$1527.64,Arquivado - pago administrativamente,31/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206006329201997,218001291,DF,MONTAJA MOVEIS LTDA,10545141000143,30/7/2019," R$  5.073,33 ",4/11/2022,17/01/2022 - R$2536.67,Arquivado,19/7/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152069639202113,221000054,SP,ESTRE SPI AMBIENTAL SA,10541089000157,10/05/2021 00:00:00," R$  161.035,99 ",5/2/2022,27-04-2022 - R$80518.00,Arquivado - pago administrativamente,12/04/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152031599202218,222866560,PE,JOAO FREIRE DE SA SUPERMERCADOS LTDA,10539905000198,07/03/2022 00:00:00," R$  5.923,28 ",1/2/2023,,Enviado inscrição DAU (PGFN),21/09/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152220299202121,222496053,MG,THM SOLUCOES DIGITAIS EIRELI,10534987000188,22/12/2021 00:00:00," R$  25.979,69 ",1/5/2023,05-01-2023 - R$12989.84,Arquivado - pago administrativamente,26/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152076587202212,223316440,RS,TRAVI PLASTICOS INDUSTRIAIS LTDA,10528220000146,23/05/2022 00:00:00," R$  24.829,42 ",2/9/2023,09-02-2023 - R$12414.71,Arquivado - pago administrativamente,19/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152209544202149,222388501,AM,H P LOGISTICA E NAVEGACAO MULTIMODAL LTDA,10526719000114,03/12/2021 00:00:00," R$  5.461,99 ",5/3/2023,03-05-2023 - R$2731.00,Arquivado - pago administrativamente,17/01/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46208008155201987,218703741,GO,AGREX DO BRASIL S.A.,10515785000199,1/11/2019," R$  15.536,22 ",8/30/2021,12/07/2021 - R$7768.11,Arquivado,1/6/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152197368202195,222266759,MG,I9TELL INOVAÇÃO EM SERVIÇOS DE TELEATENDIMENTO LTDA,10506697000120,17/11/2021 00:00:00," R$  5.472,62 ",6/16/2023,,Enviado inscrição DAU (PGFN),23/12/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152007647202257,222627051,PR,CENTER SUL COMERCIO E DISTRIBUICAO LTDA,10495215000184,24/01/2022 00:00:00," R$  25.583,07 ",7/25/2023,,Enviado inscrição DAU (PGFN),06/10/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46215008833201912,217501206,RJ,PRO CRIANCA CARDIACA,10489487000171,23/5/2019," R$  6.248,36 ",5/18/2023,08/07/2022 - R$3124.18,Arquivado,9/6/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
46312001976201903,217543944,MS,VETORIAL ENERGETICA LTDA,10483578000108,29/5/2019," R$  8.015,09 ",1/26/2022,,Arquivado,10/3/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152008439202275,222634979,RS,LABORATORIO DE ANALISES CLINICAS FONTANA EIRELI,10473058000106,26/01/2022 00:00:00," R$  10.184,29 ",10/5/2022,05-10-2022 - R$5092.14,Arquivado - pago administrativamente,12/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152008739202335,224753541,PR,PRIME CONTROL CONSULTORIA LTDA,10468447000143,26/01/2023 00:00:00," R$  9.820,99 ",5/15/2023,15-05-2023 - R$4910.50,Arquivado - pago administrativamente,26/04/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152092491202111,221227351,SP,BARSOTTI SERVICOS DE PORTARIA EIRELI,10468394000160,14/06/2021 00:00:00," R$  47.014,54 ",7/19/2023,19-07-2023 - R$23507.27,Arquivado - pago administrativamente,06/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152194553202128,222238933,PA,SERVDRILL PERFURACAO E SONDAGEM LTDA,10467594000107,11/11/2021 00:00:00," R$  12.539,20 ",4/4/2023,04-04-2023 - R$6269.60,Arquivado - pago administrativamente,15/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
47747001411201971,216998131,MG,L.A. INSTALACOES LTDA,10459515000108,20/3/2019," R$  7.783,61 ",9/18/2019,,Enviado p/ PFN,19/7/2019,Decisão de procedência,,,,SIM,SIM,SIM,SIM
47747002173201911,217292631,MG,SOLUCOES SERVICOS LTDA,10455697000149,26/4/2019," R$  4.909,37 ",8/5/2019,30/07/2019 - R$2454.68,Arquivado,19/7/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152185677202112,222150173,RJ,INTELIE SOLUCOES EM INFORMATICA LTDA.,10454306000171,28/10/2021 00:00:00," R$  6.343,98 ",11/30/2022,30-11-2022 - R$3171.99,Arquivado - pago administrativamente,22/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152221480202154,222507861,SP,K. L. SERVICOS DE QUALIDADE LTDA,10450837000196,24/12/2021 00:00:00," R$  8.352,38 ",6/12/2023,12-06-2023 - R$4176.19,Arquivado - pago administrativamente,28/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152119592202146,221494260,SP,K. L. SERVICOS DE QUALIDADE LTDA,10450837000196,22/07/2021 00:00:00," R$  5.770,16 ",6/12/2023,12-06-2023 - R$2885.08,Arquivado - pago administrativamente,28/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46206005995201916,217919171,DF,COMERCIO ELETRONICO FACIL LTDA,10441055000190,18/7/2019," R$  20.356,36 ",1/27/2023,,Arquivado,19/7/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152222369202185,222516755,DF,COMERCIO ELETRONICO FACIL LTDA,10441055000190,27/12/2021 00:00:00," R$  8.177,05 ",7/17/2023,17-07-2023 - R$10799.43,Arquivado - pago administrativamente,24/02/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
47105000105201972,217519474,SP,CGM - TRANSPORTES E LOCACOES DE EQUIPAMENTOS LTDA,10438110000193,28/5/2019," R$  10.937,57 ",11/26/2019,31/10/2019 - R$5468.78,Arquivado,16/10/2019,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152018338202211,222733969,PR,J. G. ALVES SERVICOS ADMINISTRATIVOS EIRELI,10437555000159,10/02/2022 00:00:00," R$  8.797,12 ",3/27/2023,,Enviado inscrição DAU (PGFN),05/07/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152019243202397,224858581,GO,JMF TRANSPORTES CARGAS E ENCOMENDAS LTDA,10425665000109,14/02/2023 00:00:00," R$  14.706,68 ",7/11/2023,,Enviado inscrição DAU (PGFN),06/04/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152097280202174,221274855,GO,JMF TRANSPORTES CARGAS E ENCOMENDAS LTDA,10425665000109,21/06/2021 00:00:00," R$  25.908,61 ",12/8/2022,,Enviado inscrição DAU (PGFN),15/08/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
14152162498202298,224175408,CE,NOSSA FRUTA BRASIL INDUSTRIA DE ALIMENTOS LTDA,10417944000112,06/10/2022 00:00:00," R$  14.470,12 ",3/8/2023,08-03-2023 - R$7235.06,Arquivado - pago administrativamente,02/02/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
46215019282201912,218828365,RJ,SBM OFFSHORE DO BRASIL LTDA.,10409062000105,25/11/2019," R$  20.316,85 ",8/10/2023,27/09/2022 - R$10158.43,Arquivado,5/9/2022,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152006404202030,219094047,MG,GP - GUARDA PATRIMONIAL DE MINAS GERAIS LTDA,10403744000100,28/1/2020," R$  21.256,57 ",4/4/2022,,Enviado p/ PFN,23/6/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
14152212843202161,222421495,SP,PIRAJEANS CONFECCOES LTDA,10368284000127,09/12/2021 00:00:00," R$  19.330,17 ",8/7/2023,07-08-2023 - R$9665.08,Arquivado - pago administrativamente,06/07/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152108842202201,223638994,PR,PORECATU TRUCKS LTDA,10362306000141,14/07/2022 00:00:00," R$  3.591,10 ",2/27/2023,,Enviado inscrição DAU (PGFN),22/11/2022 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,SIM
46208008491201920,218804725,GO,ELCOP ENGENHARIA LTDA,10360802000166,19/11/2019," R$  34.277,27 ",2/22/2022,,Enviado p/ PFN,22/3/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46212015496201940,218916001,PR,IRMAOS ERCOLI - SERVICOS DE COBRANCA LTDA,10354500000185,10/12/2019," R$  5.102,27 ",4/26/2022,,Enviado p/ PFN,14/9/2021,Decisão de procedência,,,,SIM,SIM,SIM,SIM
46243002230201970,218608900,MG,VAREJINHO CONTAGEM LTDA,10332655000110,21/10/2019," R$  8.116,37 ",11/30/2021,10/11/2021 - R$4058.19,Arquivado,5/10/2021,Decisão de procedência,,,,SIM,SIM,SIM,NAO
14152008007202264,222630655,PR,GLASS POINT - IMPORTACAO E EXPORTACAO LTDA.,10319110000174,25/01/2022 00:00:00," R$  14.246,96 ",7/21/2023,21-07-2023 - R$20333.26,Arquivado - pago administrativamente,04/07/2022 00:00:00,Decisão procedente,20/07/2022 00:00:00,11/07/2023 00:00:00,Decisão voluntário - decisão procedente (2ª instância),SIM,SIM,SIM,NAO
14152126542202115,221563768,SP,ETHOS INDUSTRIAL LTDA.,10313205000180,02/08/2021 00:00:00," R$  29.547,01 ",7/14/2023,14-07-2023 - R$14773.50,Arquivado - pago administrativamente,29/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
14152191979202219,224470213,PR,COOPERATIVA DE CREDITO EVOLUA,10311218000110,29/11/2022 00:00:00," R$  14.137,34 ",3/22/2023,22-03-2023 - R$7068.67,Arquivado - pago administrativamente,06/03/2023 00:00:00,Decisão procedente,,,,SIM,SIM,SIM,NAO
